timestamp,gasUsed,gasPrice,blockNumber,pepe_price,eth_price
1727614475,0,20573745772,20856428,,
1727614619,0,50836387190,20856440,,
1727614847,0,9687195501,20856459,,
1727614871,0,11981158764,20856461,,
1727615135,0,8538719343,20856483,,
1727615291,0,10330312407,20856496,,
1727615315,0,19869645050,20856498,,
1727615315,0,11460643381,20856498,,
1727615447,0,14349063351,20856509,,
1727615651,0,13869696587,20856526,,
1727615663,0,12042735789,20856527,,
1727615687,0,17896865279,20856529,,
1727615843,0,17170169910,20856542,,
1727615975,0,12958120384,20856553,,
1727616071,0,35053926836,20856561,,
1727616083,0,13658239907,20856562,,
1727616119,0,13100000000,20856565,,
1727616503,0,16204317002,20856596,,
1727616611,0,29528470757,20856605,,
1727616719,0,12020245628,20856614,,
1727617247,0,10843001495,20856657,,
1727617319,0,11465703010,20856663,,
1727617355,0,11968862046,20856666,,
1727617895,0,19481987275,20856711,,
1727618087,0,11828708206,20856726,,
1727618099,0,11839487092,20856727,,
1727618255,0,11393679174,20856740,,
1727618339,0,11564608413,20856747,,
1727618351,0,11175859653,20856748,,
1727618423,0,13290019808,20856754,,
1727618627,0,16749008320,20856771,,
1727618699,0,12418711711,20856777,,
1727618747,0,10707516143,20856781,,
1727618771,0,12619346964,20856783,,
1727618927,0,10964441463,20856796,,
1727619047,0,17408962263,20856806,,
1727619095,0,8849395642,20856810,,
1727619311,0,10075838857,20856828,,
1727619359,0,8767684773,20856832,,
1727619431,0,8269987547,20856838,,
1727619563,0,9527519968,20856849,,
1727619695,0,13718176135,20856860,,
1727619767,0,11202808120,20856866,,
1727619863,0,18207069415,20856874,,
1727619899,0,15664962669,20856877,,
1727620091,0,9724035096,20856893,,
1727620307,0,18516873849,20856911,,
1727620319,0,10160296112,20856912,,
1727620379,0,38613954606,20856917,,
1727620475,0,17050644028,20856925,,
1727620487,0,47502622507,20856926,,
1727620499,0,17023273519,20856927,,
1727620511,0,9023860559,20856928,,
1727620511,0,55437652025,20856928,,
1727620523,0,7789654429,20856929,,
1727620535,0,7886845911,20856930,,
1727620583,0,9929683750,20856934,,
1727620835,0,12515945478,20856955,,
1727620919,0,9243564781,20856962,,
1727621039,0,11753575026,20856972,,
1727621351,0,11186367286,20856997,,
1727621723,0,14197172516,20857028,,
1727621723,0,13254814696,20857028,,
1727622107,0,23513746354,20857060,,
1727622227,0,20140189544,20857070,,
1727622371,0,27600088824,20857082,,
1727622419,0,18635154877,20857086,,
1727622455,0,17406522176,20857089,,
1727622671,0,14064661649,20857107,,
1727622935,0,25433334934,20857129,,
1727622983,0,38925097572,20857133,,
1727623175,0,9697687537,20857149,,
1727623247,0,14189654507,20857155,,
1727623391,0,11873491667,20857167,,
1727624063,0,7656539704,20857223,,
1727624075,0,8814831580,20857224,,
1727624927,0,9089240055,20857294,,
1727624951,0,9100000000,20857296,,
1727625035,0,7601265940,20857303,,
1727625239,0,10284398328,20857320,,
1727625287,0,7251490992,20857324,,
1727625323,0,7539566726,20857327,,
1727625599,0,8774724114,20857350,,
1727625791,0,10253127479,20857366,,
1727626079,0,11556871512,20857389,,
1727626103,0,32820324785,20857391,,
1727626439,0,19527468183,20857419,,
1727626487,0,11601516682,20857423,,
1727626727,0,13860252552,20857443,,
1727626847,0,10271580290,20857453,,
1727627363,0,11173330658,20857496,,
1727627819,0,9313982717,20857534,,
1727628011,0,10629244548,20857550,,
1727628335,0,8521354621,20857577,,
1727628599,0,10443983636,20857599,,
1727629127,0,10455852339,20857643,,
1727629427,0,11162335466,20857668,,
1727629439,0,9835102702,20857669,,
1727629487,0,115472169630,20857673,,
1727629511,0,9682799012,20857675,,
1727629535,0,28563246464,20857677,,
1727630195,0,9825673754,20857732,,
1727630483,0,11017834819,20857756,,
1727630519,0,10592509935,20857759,,
1727630615,0,9178987598,20857767,,
1727630759,0,8404175196,20857779,,
1727631011,0,8144697573,20857800,,
1727631047,0,6815132036,20857803,,
1727631071,0,8723092862,20857805,,
1727631107,0,9260041560,20857808,,
1727631143,0,8567061381,20857811,,
1727632355,0,7011518642,20857912,,
1727632415,0,8434813726,20857917,,
1727632427,0,7687089004,20857918,,
1727633111,0,8908777648,20857975,,
1727633171,0,9007265249,20857980,,
1727633507,0,9180475190,20858008,,
1727633771,0,9217366562,20858030,,
1727633843,0,7450638538,20858036,,
1727633843,0,9231910943,20858036,,
1727633987,0,7748358766,20858048,,
1727634047,0,8833622578,20858053,,
1727634083,0,9511093415,20858056,,
1727634119,0,10035261146,20858059,,
1727634179,0,8881358788,20858064,,
1727634287,0,9733344848,20858073,,
1727634383,0,11378354685,20858081,,
1727634431,0,10776117919,20858085,,
1727634587,0,8892835322,20858098,,
1727635211,0,10590761951,20858150,,
1727635403,0,10107178947,20858166,,
1727635427,0,11367653658,20858168,,
1727635463,0,8226890397,20858171,,
1727635463,0,9225890398,20858171,,
1727635679,0,10739509846,20858189,,
1727635847,0,10809057182,20858203,,
1727635871,0,13581127932,20858205,,
1727636399,0,11849064102,20858247,,
1727636435,0,10247268859,20858250,,
1727636603,0,9977530893,20858264,,
1727636675,0,10950862622,20858270,,
1727637131,0,9948709991,20858308,,
1727637335,0,14049580934,20858325,,
1727637527,0,14134401996,20858341,,
1727637599,0,9606587165,20858347,,
1727637695,0,9111906858,20858355,,
1727637743,0,10901663918,20858359,,
1727637887,0,12094587073,20858371,,
1727638031,0,9080352186,20858383,,
1727638163,0,11008921256,20858394,,
1727638163,0,11943583232,20858394,,
1727638199,0,11320560996,20858397,,
1727638475,0,9170054145,20858420,,
1727638595,0,10469319324,20858430,,
1727638643,0,6713906042,20858434,,
1727638691,0,8708808099,20858438,,
1727638775,0,6441217680,20858445,,
1727638859,0,48865377322,20858452,,
1727638871,0,7056513305,20858453,,
1727639003,0,6573841502,20858464,,
1727639099,0,9316796737,20858472,,
1727639159,0,12474482590,20858477,,
1727639195,0,10173130414,20858480,,
1727639327,0,9821289360,20858491,,
1727639735,0,12319716947,20858525,,
1727639771,0,15100001731,20858528,,
1727639795,0,17354749999,20858530,,
1727639831,0,7739158346,20858533,,
1727639867,0,8505733923,20858536,,
1727639879,0,10460943770,20858537,,
1727639915,0,7437123593,20858540,,
1727639963,0,7939284856,20858544,,
1727639975,0,26196644530,20858545,,
1727640023,0,7070134210,20858549,,
1727640035,0,10003930953,20858550,,
1727640155,0,29222683351,20858560,,
1727640191,0,18237838048,20858563,,
1727640215,0,29337728742,20858565,,
1727640263,0,7933976637,20858569,,
1727640275,0,32811160656,20858570,,
1727640299,0,46440521846,20858572,,
1727640347,0,10474906537,20858576,,
1727640371,0,11802990796,20858578,,
1727640455,0,73629900076,20858585,,
1727640479,0,8415919883,20858587,,
1727640491,0,35216364943,20858588,,
1727640527,0,14214731723,20858591,,
1727640635,0,10111397798,20858600,,
1727640707,0,199997242186,20858606,,
1727640731,0,67051086318,20858608,,
1727640911,0,55012274060,20858623,,
1727641007,0,10198885784,20858631,,
1727641043,0,14716995911,20858634,,
1727641271,0,22179681134,20858653,,
1727641427,0,9687167771,20858665,,
1727641511,0,8176665239,20858672,,
1727641511,0,6949822768,20858672,,
1727641547,0,10195253642,20858675,,
1727641595,0,17215678907,20858679,,
1727641643,0,7895249728,20858683,,
1727641655,0,8250674704,20858684,,
1727641847,0,7635610262,20858700,,
1727641859,0,24782585700,20858701,,
1727641895,0,9667826194,20858704,,
1727642087,0,7414289984,20858720,,
1727642351,0,8300000000,20858742,,
1727642399,0,7210719445,20858746,,
1727642459,0,13146550541,20858751,,
1727642615,0,7309377755,20858764,,
1727642723,0,7999412762,20858772,,
1727642795,0,7650728005,20858778,,
1727642855,0,9084062242,20858783,,
1727642903,0,8377239527,20858787,,
1727642963,0,48028026260,20858791,,
1727642987,0,9065890702,20858793,,
1727643239,0,6263319084,20858814,,
1727643623,0,6024838426,20858846,,
1727643659,0,10045846238,20858849,,
1727644055,0,6392848303,20858882,,
1727644091,0,18680186463,20858885,,
1727644103,0,9484730105,20858886,,
1727644127,0,7267365094,20858888,,
1727644391,0,7066627211,20858910,,
1727644523,0,7100000000,20858921,,
1727644931,0,17427605768,20858954,,
1727645219,0,6410169760,20858978,,
1727645363,0,8145260786,20858990,,
1727645483,0,9358444616,20859000,,
1727645627,0,13645476251,20859012,,
1727645699,0,20371504811,20859018,,
1727645735,0,35281236364,20859021,,
1727645783,0,14008607394,20859025,,
1727645795,0,18194896159,20859026,,
1727646179,0,13644862775,20859057,,
1727646287,0,14985362830,20859065,,
1727646551,0,10385060022,20859087,,
1727646599,0,12198410200,20859091,,
1727646611,0,11332733753,20859092,,
1727646803,0,10793292457,20859108,,
1727646827,0,9966856490,20859110,,
1727646851,0,9460559553,20859112,,
1727647151,0,7594704757,20859137,,
1727647307,0,9793379652,20859150,,
1727647319,0,7556681919,20859151,,
1727647355,0,7012049938,20859154,,
1727647475,0,7142440799,20859164,,
1727647511,0,10245283288,20859167,,
1727647583,0,8061193778,20859173,,
1727647607,0,10143982677,20859175,,
1727647691,0,9342719493,20859182,,
1727647919,0,9942160280,20859201,,
1727647931,0,16841156860,20859202,,
1727648195,0,9762443722,20859224,,
1727648363,0,504993098164,20859237,,
1727648423,0,8726422886,20859242,,
1727648495,0,9297283057,20859248,,
1727648531,0,8700000000,20859251,,
1727648543,0,138654088672,20859252,,
1727648543,0,6993199111,20859252,,
1727648771,0,6324179795,20859271,,
1727648939,0,7109411242,20859285,,
1727648975,0,7258367849,20859288,,
1727649287,0,5963925937,20859314,,
1727649371,0,6674213152,20859321,,
1727649671,0,6327136959,20859346,,
1727649719,0,6358062619,20859350,,
1727650007,0,7681898678,20859374,,
1727650211,0,9296949583,20859391,,
1727650283,0,8564530067,20859397,,
1727650739,0,5410118425,20859435,,
1727651231,0,13344782590,20859476,,
1727651279,0,6647048452,20859480,,
1727651411,0,8887566790,20859491,,
1727651759,0,6808335830,20859520,,
1727652707,0,5576747156,20859599,,
1727652947,0,8481862119,20859619,,
1727653055,0,6129601521,20859628,,
1727653139,0,7787413536,20859635,,
1727653223,0,5773991228,20859642,,
1727653343,0,7525813246,20859652,,
1727653607,0,5279973978,20859674,,
1727653775,0,6160080415,20859688,,
1727654039,0,6216594833,20859710,,
1727654075,0,7345278043,20859713,,
1727654135,0,8131548400,20859718,,
1727654819,0,12397328150,20859775,,
1727654927,0,17401510497,20859784,,
1727655035,0,5994606969,20859793,,
1727655035,0,56373364844,20859793,,
1727655047,0,38076238241,20859794,,
1727655131,0,5607514467,20859801,,
1727655275,0,30909828784,20859813,,
1727655431,0,8000040155,20859826,,
1727655671,0,6217291063,20859846,,
1727655695,0,5831780543,20859848,,
1727655695,0,6420262190,20859848,,
1727655947,0,5225909062,20859869,,
1727656199,0,7910219852,20859890,,
1727656319,0,5695262343,20859899,,
1727656319,0,5694262343,20859899,,
1727656331,0,12404267785,20859900,,
1727656331,0,7775888217,20859900,,
1727656499,0,6828370627,20859914,,
1727656763,0,9117351163,20859936,,
1727657003,0,7158005247,20859956,,
1727657063,0,7007589272,20859961,,
1727657087,0,8589463787,20859963,,
1727657267,0,6179403810,20859978,,
1727657279,0,30910155229,20859979,,
1727657507,0,6670489450,20859998,,
1727657543,0,6336637884,20860001,,
1727657783,0,58499664673,20860021,,
1727657879,0,23578247740,20860029,,
1727657891,0,26729584473,20860030,,
1727657951,0,16787257420,20860035,,
1727657963,0,14327264485,20860036,,
1727657987,0,18918933448,20860038,,
1727658011,0,13934044200,20860040,,
1727658023,0,11138177497,20860041,,
1727658047,0,32055372243,20860043,,
1727658083,0,6954492016,20860046,,
1727658275,0,7124774527,20860062,,
1727658323,0,7702610432,20860066,,
1727658335,0,52023837232,20860067,,
1727658407,0,11009170020,20860073,,
1727658635,0,17890553476,20860091,,
1727658659,0,24355565713,20860093,,
1727658671,0,54816968514,20860094,,
1727658683,0,6905193193,20860095,,
1727658731,0,12278189292,20860099,,
1727658947,0,5922457688,20860116,,
1727659319,0,6549277344,20860147,,
1727659355,0,5489933614,20860150,,
1727659415,0,7706290441,20860155,,
1727659463,0,4834296657,20860159,,
1727659547,0,7584387807,20860166,,
1727659571,0,15867289221,20860168,,
1727659955,0,4961638369,20860200,,
1727660039,0,5182384068,20860207,,
1727660147,0,5767950722,20860216,0.0000112600,2641.66
1727660459,0,6482722362,20860242,0.0000112800,2642.69
1727660759,0,20106578554,20860266,0.0000111900,2635.29
1727660891,0,5049627181,20860277,0.0000111300,2621.55
1727660903,0,8509705384,20860278,0.0000111200,2621.38
1727660915,0,14004930070,20860279,0.0000111200,2620.21
1727660963,0,7485593310,20860283,0.0000110900,2620.95
1727660975,0,20060528114,20860284,0.0000110800,2621.65
1727661011,0,15101613977,20860287,0.0000110600,2620.99
1727661071,0,5571639403,20860292,0.0000110600,2621.78
1727661083,0,10331147535,20860293,0.0000110400,2622.81
1727661095,0,5182767654,20860294,0.0000110200,2622.49
1727661455,0,5354171748,20860324,0.0000109600,2618.04
1727661479,0,20993860870,20860326,0.0000109400,2618.77
1727661491,0,39959637621,20860327,0.0000109200,2616.33
1727661515,0,5049307063,20860329,0.0000108500,2616.05
1727661539,0,5061900474,20860331,0.0000108300,2616.41
1727661551,0,7291729568,20860332,0.0000108300,2615.81
1727661563,0,6246323885,20860333,0.0000108200,2615.04
1727661587,0,6100000000,20860335,0.0000108600,2614.41
1727661611,0,7699788412,20860337,0.0000108700,2615.43
1727661623,0,20769335496,20860338,0.0000109000,2617.30
1727661695,0,6366599274,20860344,0.0000109100,2618.51
1727661707,0,52898351938,20860345,0.0000109200,2618.84
1727661851,0,5426793765,20860357,0.0000109000,2616.52
1727661863,0,6348720560,20860358,0.0000109000,2616.79
1727662043,0,7787942052,20860373,0.0000109100,2617.55
1727662055,0,7243025612,20860374,0.0000109100,2616.79
1727662127,0,7637816008,20860380,0.0000109100,2616.31
1727662211,0,6431234017,20860387,0.0000109000,2616.00
1727662223,0,5661212866,20860388,0.0000109100,2616.00
1727662463,0,9570313468,20860407,0.0000109000,2611.20
1727662475,0,19978581063,20860408,0.0000109100,2610.68
1727662487,0,17471502246,20860409,0.0000109200,2611.77
1727662547,0,21948735598,20860414,0.0000109400,2613.09
1727662607,0,28795861423,20860419,0.0000109700,2614.43
1727662619,0,15971657131,20860420,0.0000109900,2616.05
1727662631,0,7957747354,20860421,0.0000110000,2616.61
1727662643,0,14677041353,20860422,0.0000110200,2616.82
1727663219,0,7954965960,20860470,0.0000109800,2616.24
1727663399,0,8774416407,20860485,0.0000109500,2615.44
1727663543,0,14433139685,20860497,0.0000109200,2616.06
1727663555,0,10983373688,20860498,0.0000109200,2615.87
1727663567,0,16693807598,20860499,0.0000109100,2616.41
1727663591,0,26671432605,20860501,0.0000108900,2615.04
1727663651,0,40929236806,20860506,0.0000108600,2614.53
1727663771,0,12608801195,20860516,0.0000109000,2615.84
1727664011,0,16166741505,20860536,0.0000109500,2616.81
1727664131,0,11165444772,20860546,0.0000109700,2619.62
1727664155,0,9467363326,20860548,0.0000109600,2619.98
1727664167,0,17764831273,20860549,0.0000109800,2621.96
1727664203,0,12384986593,20860552,0.0000110000,2620.49
1727664215,0,13206815867,20860553,0.0000110000,2620.09
1727664239,0,10969287755,20860555,0.0000110000,2620.15
1727664419,0,12207182013,20860570,0.0000109700,2618.80
1727664515,0,11821259189,20860578,0.0000109900,2621.01
1727664575,0,12120057085,20860583,0.0000109800,2621.37
1727664575,0,10283017820,20860583,0.0000109800,2621.37
1727664683,0,13092413312,20860592,0.0000109300,2619.44
1727664791,0,15952439017,20860601,0.0000109500,2620.40
1727664851,0,9775336931,20860606,0.0000109400,2618.01
1727665331,0,9935357603,20860646,0.0000109000,2613.02
1727665379,0,12012301164,20860650,0.0000109000,2614.46
1727665439,0,11477764932,20860654,0.0000109500,2615.62
1727665643,0,10566261572,20860670,0.0000108900,2611.53
1727665691,0,11021708424,20860674,0.0000108600,2609.18
1727665703,0,9804113475,20860675,0.0000108400,2606.59
1727666051,0,18309801520,20860704,0.0000109600,2617.80
1727666075,0,51643728694,20860706,0.0000110000,2619.60
1727666315,0,8981869024,20860726,0.0000110100,2619.52
1727666387,0,15172081613,20860732,0.0000110300,2621.42
1727666699,0,6163052186,20860758,0.0000110200,2621.27
1727666855,0,5589317887,20860771,0.0000109700,2621.37
1727667251,0,5582527525,20860804,0.0000110000,2622.02
1727667431,0,72207321793,20860819,0.0000111000,2627.57
1727667455,0,9461759128,20860821,0.0000111000,2628.77
1727667467,0,43561632784,20860822,0.0000111200,2628.51
1727667587,0,7007224808,20860832,0.0000111300,2627.61
1727667659,0,25452064956,20860838,0.0000111700,2628.04
1727667671,0,32243790207,20860839,0.0000112000,2626.97
1727667731,0,23839894983,20860844,0.0000112300,2626.79
1727667827,0,6129018922,20860852,0.0000112100,2626.11
1727667875,0,5393625566,20860856,0.0000111700,2624.80
1727667983,0,5151720601,20860865,0.0000112600,2625.19
1727667995,0,6456639048,20860866,0.0000112700,2625.19
1727668115,0,12798649624,20860876,0.0000112800,2623.40
1727668139,0,5237570911,20860878,0.0000112700,2623.90
1727668211,0,5500000000,20860884,0.0000112600,2623.11
1727668223,0,4402190753,20860885,0.0000112800,2623.96
1727668283,0,9952098999,20860890,0.0000113100,2626.15
1727668367,0,4292567554,20860897,0.0000113300,2627.40
1727668379,0,6706647221,20860898,0.0000113200,2627.09
1727668415,0,6070485953,20860901,0.0000113300,2625.91
1727668439,0,4471397643,20860903,0.0000113500,2626.92
1727668451,0,40919483625,20860904,0.0000113600,2626.38
1727669075,0,14346077413,20860956,0.0000112900,2625.58
1727669111,0,6321831869,20860959,0.0000113000,2627.45
1727669723,0,5223628205,20861010,0.0000113100,2626.20
1727669831,0,5396116851,20861019,0.0000113000,2626.60
1727669987,0,9819629480,20861032,0.0000112800,2628.39
1727670035,0,11897772831,20861036,,
1727670047,0,4090879686,20861037,,
1727670059,0,30165533479,20861038,,
1727670251,0,5055547465,20861054,,
1727670275,0,6877787393,20861056,,
1727670311,0,31838363775,20861059,,
1727670335,0,5455716315,20861061,,
1727670359,0,10076305821,20861063,,
1727670743,0,9249089096,20861095,,
1727670755,0,7694708365,20861096,,
1727670755,0,7273879443,20861096,,
1727670791,0,7896446925,20861099,,
1727671007,0,6336697440,20861117,,
1727671079,0,4977060055,20861123,,
1727671127,0,6724345592,20861127,,
1727671163,0,23480227679,20861130,,
1727671199,0,6123133850,20861133,,
1727672075,0,5735115429,20861205,,
1727672171,0,13248232220,20861213,,
1727672495,0,5028984541,20861240,,
1727672543,0,18812462282,20861244,,
1727672867,0,5437311718,20861271,,
1727673287,0,8764394695,20861306,,
1727673407,0,21257571090,20861316,,
1727673539,0,6028444660,20861327,,
1727673875,0,4573628744,20861355,,
1727673899,0,41798356628,20861357,,
1727673923,0,5000531920,20861359,,
1727673935,0,39096581610,20861360,,
1727674019,0,6496195127,20861367,,
1727674031,0,5908815608,20861368,,
1727674103,0,5255484702,20861374,,
1727674211,0,5824183554,20861383,,
1727674607,0,15508113546,20861416,,
1727674619,0,7366620664,20861417,,
1727674643,0,16167696327,20861419,,
1727674979,0,13087087636,20861447,,
1727674991,0,57840834147,20861448,,
1727675435,0,6271076550,20861485,,
1727676419,0,18360936263,20861566,,
1727676947,0,8676759694,20861610,,
1727677067,0,14373826314,20861620,,
1727677163,0,11144982821,20861628,,
1727677679,0,7892374052,20861671,,
1727677715,0,28779207993,20861674,,
1727677751,0,16039381357,20861677,,
1727678099,0,6109927726,20861706,,
1727678219,0,38789231880,20861716,,
1727678375,0,6283532735,20861729,,
1727678447,0,7374527608,20861735,,
1727678555,0,9282544186,20861744,,
1727678747,0,8935605475,20861760,,
1727678975,0,8778543641,20861779,,
1727679191,0,8023724143,20861797,,
1727679203,0,8311566180,20861798,,
1727679335,0,19022079072,20861809,,
1727679419,0,9576174991,20861816,,
1727679527,0,34990862942,20861825,,
1727679779,0,12805599674,20861846,,
1727679911,0,9500003203,20861857,,
1727680151,0,14397214392,20861877,,
1727680475,0,7790947283,20861904,,
1727681231,0,25737985916,20861967,,
1727681339,0,5881727965,20861976,,
1727681351,0,8158176949,20861977,,
1727681687,0,6452244299,20862005,,
1727682467,0,8645338186,20862070,,
1727683739,0,15795050466,20862175,,
1727683751,0,10498040669,20862176,,
1727683763,0,6599357756,20862177,,
1727683775,0,15224402804,20862178,,
1727683787,0,72550046521,20862179,,
1727683799,0,45413542617,20862180,,
1727683859,0,7161268193,20862185,,
1727683871,0,14147626687,20862186,,
1727683883,0,7315385096,20862187,,
1727683895,0,9305639991,20862188,,
1727684447,0,7177234289,20862234,,
1727685383,0,13849089738,20862312,,
1727685947,0,10325138710,20862359,,
1727686091,0,7717073641,20862371,,
1727686103,0,7819074173,20862372,,
1727686223,0,7539793566,20862382,,
1727686763,0,12944367005,20862427,,
1727686775,0,19061892779,20862428,,
1727686799,0,8191321195,20862430,,
1727687003,0,54893888056,20862447,,
1727687219,0,8878989277,20862465,,
1727687243,0,11131087146,20862467,,
1727687447,0,9838636803,20862484,,
1727687783,0,10810041788,20862512,,
1727687807,0,8627745108,20862514,,
1727688251,0,21812101062,20862551,,
1727688287,0,27360314714,20862554,,
1727688839,0,10846071467,20862600,,
1727689535,0,15025729353,20862657,,
1727689811,0,12670230835,20862680,,
1727690123,0,11181061823,20862706,,
1727690219,0,12450002371,20862714,,
1727690363,0,10147221552,20862726,,
1727690399,0,10258994613,20862729,,
1727690663,0,11804243780,20862751,,
1727690759,0,12049915731,20862759,,
1727690783,0,23822644634,20862761,,
1727690831,0,13706262747,20862765,,
1727690843,0,11700000000,20862766,,
1727690915,0,23370071837,20862772,,
1727690963,0,27712425325,20862776,,
1727690987,0,11198744946,20862778,,
1727690987,0,22797178335,20862778,,
1727690999,0,13364717777,20862779,,
1727691011,0,13170396413,20862780,,
1727691083,0,15880459742,20862786,,
1727691095,0,66574460883,20862787,,
1727691143,0,14839401616,20862791,,
1727691155,0,12296263042,20862792,,
1727691431,0,15263454509,20862815,,
1727691443,0,13187417513,20862816,,
1727691455,0,25514393006,20862817,,
1727691503,0,24292970932,20862821,,
1727691503,0,13800249860,20862821,,
1727691671,0,13834589073,20862835,,
1727691863,0,29740197775,20862851,,
1727691983,0,13257825186,20862861,,
1727692391,0,8870835937,20862895,,
1727692763,0,78083757562,20862926,,
1727692835,0,11874067355,20862932,,
1727693135,0,8095624083,20862957,,
1727693159,0,27248475722,20862959,,
1727694083,0,6850810260,20863035,,
1727694119,0,11933898711,20863038,,
1727694359,0,13544170352,20863058,,
1727694467,0,9769927630,20863067,,
1727694491,0,11925429883,20863069,,
1727694839,0,6917265423,20863098,,
1727694899,0,7605862152,20863103,,
1727695067,0,7995434945,20863117,,
1727695211,0,7500000000,20863129,,
1727695367,0,12182378466,20863142,,
1727695403,0,6744944684,20863145,,
1727695427,0,8685007243,20863147,,
1727695631,0,11994453370,20863164,,
1727695727,0,12787372188,20863172,,
1727695799,0,15456053359,20863178,,
1727695823,0,10453656824,20863180,,
1727695859,0,9654123394,20863183,,
1727695955,0,7773679837,20863191,,
1727695967,0,7996060828,20863192,,
1727696015,0,7760602262,20863196,,
1727696087,0,22077872638,20863202,,
1727696123,0,21682685243,20863205,,
1727696135,0,7392833750,20863206,,
1727696147,0,7186113111,20863207,,
1727696363,0,7968749796,20863225,,
1727696591,0,8780380739,20863244,,
1727696591,0,7750380739,20863244,,
1727696699,0,5900436371,20863253,,
1727696699,0,6841336371,20863253,,
1727696747,0,26763417768,20863257,,
1727696795,0,6665216887,20863261,,
1727696819,0,8267748372,20863263,,
1727696855,0,27509368846,20863266,,
1727696891,0,74709478139,20863269,,
1727696891,0,6688953151,20863269,,
1727697251,0,7714738782,20863299,,
1727697275,0,8408658442,20863301,,
1727697323,0,9441924938,20863305,,
1727697335,0,8362366903,20863306,,
1727697383,0,19703127107,20863310,,
1727697395,0,23701422701,20863311,,
1727697407,0,13271216092,20863312,,
1727697491,0,12256924392,20863319,,
1727697647,0,17491500181,20863332,,
1727697983,0,20596435463,20863360,,
1727698223,0,18157489751,20863380,,
1727698307,0,13949844452,20863387,,
1727698355,0,12498701365,20863391,,
1727698391,0,25235811250,20863394,,
1727698883,0,9051722022,20863435,,
1727699087,0,11137331320,20863452,,
1727699591,0,9551934246,20863494,,
1727699663,0,9089163176,20863500,,
1727699999,0,16155105103,20863527,,
1727700191,0,13850111502,20863543,,
1727700323,0,10817302473,20863554,,
1727700611,0,37337494666,20863578,,
1727700623,0,11046119338,20863579,,
1727700683,0,12217524017,20863584,,
1727700707,0,11967744931,20863586,,
1727700863,0,12890769277,20863599,,
1727700959,0,70278645327,20863606,,
1727701619,0,36924270314,20863661,,
1727701763,0,23719923284,20863673,,
1727702039,0,20880998291,20863696,,
1727702147,0,20225845645,20863705,,
1727702291,0,18156651129,20863717,,
1727702387,0,34638288340,20863725,,
1727702399,0,83171647785,20863726,,
1727702435,0,21367910462,20863729,,
1727702627,0,19041284709,20863745,,
1727702831,0,17111050671,20863762,,
1727702903,0,31490211600,20863768,,
1727703095,0,16626343966,20863784,,
1727703263,0,13552682234,20863798,,
1727703635,0,12674134749,20863829,,
1727704787,0,16577025980,20863924,,
1727705015,0,38636085611,20863943,,
1727705111,0,39766633572,20863951,,
1727705339,0,20646593588,20863970,,
1727705351,0,23435587399,20863971,,
1727705387,0,23267548590,20863974,,
1727705567,0,49060028260,20863989,,
1727705615,0,21670058607,20863993,,
1727706011,0,19258371621,20864026,,
1727706107,0,33590153082,20864034,,
1727706407,0,20492033737,20864059,,
1727706479,0,54338690491,20864065,,
1727706611,0,47693504901,20864076,,
